# ID RA(J2000) DEC(J2000) Z E_Z
         305    7.1756556   76.9832387  0.10683667  0.00030667
         348   10.5826591  -10.8804087  0.03024000  0.00010000
         118   15.4393628 -141.9476219  0.09595667  0.00020000
         154   31.6815380 -136.9556209  0.08465333  0.00017000
         240   38.5280709  171.6218929  0.08963333  0.00017333
         226    2.5416706  -75.8803396 -0.00028667  0.00003000
         159   15.4794932 -103.5592971  0.06264333  0.00028667
         231   23.9436371  108.1083383  0.11087000  0.00024000
         250    3.2423643   67.0995433 -0.00044000  0.00005333
         230    2.8476622   64.2441337 -0.00045000  0.00002333
         200   31.0149925 -143.3742147 -0.00060667  0.00000667
         221    4.0398150 -145.5632677 -0.00157000  0.00002667
          70    6.1190359  -92.7649987  0.14162999  0.00023333
         168    5.0647330  -64.1461247 -0.00157333  0.00001667
          63    5.7344580  -23.8135705  0.05626667  0.00026000
         296    8.4464380   -6.8010201 -0.00046600  0.00002000
          61   19.6131464   29.7414222  0.20162000  0.00031667
         317   23.4994001   32.0737513  0.01901333  0.00016000
          99   17.2831248   94.4524573  0.17186667  0.00039000
          37   36.8699519  -70.4601217  0.16078667  0.00030333
          77   22.9707847 -127.1373908  0.04076667  0.00017667
          92   13.1281883   -3.6186155  0.10660667  0.00035667
         189    7.5014450  174.2714162 -0.00154000  0.00001333
         104   30.0893349   79.0488457  0.06953000  0.00011333
         144    8.4608024  166.9072810 -0.00061667  0.00002667
         346    6.7172938  -84.1338088  0.09016000  0.00013333
         187   22.4134560  131.0606405  0.05393667  0.00032667
         111    6.4588878 -114.9606087 -0.00138667  0.00002667
         209   10.8390102 -166.6631744  0.02780333  0.00014333
         175   15.3520599 -112.0601849  0.05055333  0.00025000
         150   28.4636111   46.0529633  0.08988000  0.00018333
         279   15.4190779   40.0557260  0.11878333  0.00024667
          41   19.4916936  125.2118958  0.17986667  0.00056333
         301   14.4759456  -52.4771497  0.07392333  0.00029333
          97   13.1840351   81.9615404  0.12591334  0.00038000
         316    0.9313329  -55.4249511  0.04517333  0.00018333
         322   36.4626727  -93.4303247  0.11262666  0.00024667
          79    4.0398138 -145.5632528 -0.00152000  0.00007667
         341   13.7250753 -136.5128076 -0.00064800  0.00000500
