# ID RA(J2000) DEC(J2000) Z E_Z
         695   19.3487369   33.5682923  0.10851666  0.00027333
        1046   19.0038333   33.3601111 -0.00056443  0.00002065
         731   19.1535711   33.6367438  0.13448666  0.00028333
         985   19.1561667   33.6344444 -0.00070693  0.00002328
          59   19.2330493   33.2171989  0.04296667  0.00021667
         725   18.9669156   33.4151369  0.06137667  0.00029000
         548   19.0326004   33.6734466  0.06624667  0.00011667
        1452   19.2824746   33.5549816  0.06660000  0.00016333
        1176   18.9311639   33.3642028  0.06403334  0.00017333
         213   19.2349242   33.4281351  0.09532000  0.00027333
        1080   19.0378975   33.4730508  0.04536667  0.00013000
         594   19.1646626   33.3889481  0.12603667  0.00022000
         507   19.0810093   33.4359600  0.03114000  0.00036333
         753   19.2370809   33.2880377  0.06186333  0.00013000
         951   19.0653284   33.4933672  0.11878333  0.00024667
         721   19.2399941   33.3117450  0.10100666  0.00022667
         697   19.2718093   33.2390577  0.12876999  0.00021667
         268   18.9833000   33.3112108  0.03589000  0.00017333
         205   18.9706250   33.4194167 -0.00064890  0.00003249
        1340   18.9802083   33.4131944 -0.00058886  0.00004153
        1565   19.3035061   33.3043631  0.05543333  0.00009667
        1562   19.0211380   33.5729989  0.10277667  0.00027333
         784   19.1327500   33.4942778 -0.00061438  0.00000885
        1386   19.1268750   33.4953056 -0.00067725  0.00003272
        1372   19.1923750   33.4811111 -0.00062733  0.00001238
         715   19.0543246   33.4865995  0.10202000  0.00025667
         322   19.0416427   33.4770622  0.07510000  0.00017333
         831   19.3297917   33.4620556 -0.00061786  0.00000981
         404   19.0915833   33.5411944 -0.00063488  0.00002043
         909   19.0897536   33.5049902  0.07553333  0.00013000
        1052   19.1472917   33.5525556 -0.00066274  0.00001640
         493   19.1768333   33.4730833 -0.00062722  0.00001014
         563   19.0627917   33.3093889 -0.00066500  0.00004021
        1169   19.0701801   33.3250279  0.15447000  0.00032667
        1628   19.0107715   33.4617086  0.11590333  0.00026000
        1415   19.3304423   33.2643651  0.05845667  0.00014667
         924   19.2189927   33.4775738  0.10690000  0.00034667
         862   19.1640721   33.5074527  0.10173333  0.00034667
         757   19.2764516   33.2458909  0.06827667  0.00025667
         106   19.1055291   33.3114972  0.15077333  0.00024667
        1531   19.2238926   33.6326132  0.12409000  0.00021333
         427   19.2907404   33.5703776  0.08605000  0.00070667
        1490   19.0688592   33.3427372  0.18010667  0.00025667
         167   19.2555932   33.5795180  0.07529333  0.00021333
        1390   19.2743755   33.4357346  0.05147333  0.00029333
        1173   18.9804482   33.4191711  0.17701000  0.00030000
         102   19.3211771   33.2746865  0.13893667  0.00020667
         113   19.0477368   33.5675956  0.20187333  0.00022000
        1501   19.1758303   33.4112714  0.11444333  0.00030000
        1329   19.2212708   33.2051379  0.11901333  0.00015667
         745   18.9914167   33.4674167 -0.00065154  0.00002647
        1491   19.0041102   33.2599325  0.07280000  0.00017333
         279   18.9363855   33.2789452  0.22266333  0.00030000
        1469   19.1397083   33.4640556 -0.00060542  0.00002543
        1180   19.1055417   33.4016944 -0.00064613  0.00001052
         331   19.1088768   33.3579214  0.06998000  0.00022000
        1042   19.1306667   33.4848056 -0.00065587  0.00002125
         653   18.9884583   33.4062500 -0.00067022  0.00001379
         424   19.0137917   33.4656944 -0.00073447  0.00002519
        1227   19.3305402   33.5834260  0.01804000  0.00019000
        1602   19.0471134   33.6683513  0.06776667  0.00013000
         728   18.9031794   33.2157916  0.18102001  0.00032667
         472   18.9532276   33.3748730  0.14011334  0.00020333
        1420   18.9237917   33.3716667 -0.00059633  0.00002515
         939   19.1709056   33.6597518  0.09068333  0.00013000
        1611   19.1233424   33.4930487  0.07268666  0.00016333
        1314   19.0346621   33.5339800  0.05237667  0.00020333
         169   19.1162083   33.4403611 -0.00066179  0.00000962
         582   19.2975433   33.3112709  0.06028333  0.00014667
         759   18.9812083   33.3574167 -0.00065973  0.00002430
         644   19.0300562   33.3349246  0.09580667  0.00027333
        1284   18.8981948   33.6609181  0.20730001  0.00034667
         997   19.0728110   33.4798843  0.16356666  0.00014000
         457   19.2318627   33.4180086  0.13760333  0.00031333
        1024   19.1482256   33.4872820  0.17723334  0.00024667
         415   19.0373898   33.4143745  0.08226667  0.00013000
        1192   19.2262083   33.4578889 -0.00062174  0.00001803
        1462   19.2926923   33.3389714  0.07108667  0.00014667
         184   19.2412083   33.3332500 -0.00058486  0.00003613
         528   19.0021332   33.2040562  0.05618666  0.00017000
         612   19.0943095   33.2662902  0.14760000  0.00034333
          60   19.2615091   33.3307949  0.06677666  0.00011667
         559   19.1935324   33.3729717  0.04243000  0.00017667
         287   19.3058590   33.2181758  0.07338667  0.00012000
        1603   19.2504360   33.6193353  0.16746667  0.00017333
        1145   18.9803157   33.3937633  0.07706667  0.00013000
         723   19.1701445   33.6062857  0.02362333  0.00021333
        1128   19.3200473   33.6185755  0.06530000  0.00013000
          49   19.0017917   33.3857778 -0.00071186  0.00003044
         303   19.0044564   33.4655173  0.12867001  0.00044333
         660   19.0057428   33.6594210  0.09920000  0.00013000
          48   18.8946434   33.4365396  0.10230333  0.00013333
         494   18.9538904   33.3147440  0.14162999  0.00023333
          12   19.2177007   33.5576722  0.05445333  0.00027333
        1496   19.2014703   33.2241467  0.10011333  0.00011333
        1021   19.0193502   33.3727973  0.10606334  0.00038667
        1154   18.9196907   33.3853366  0.07820000  0.00017333
         316   19.0759544   33.4324784  0.11702666  0.00019000
         245   19.1298333   33.4536667 -0.00059425  0.00001004
         752   19.0146042   33.2103964  0.10895333  0.00017333
         153   19.3400680   33.2527322  0.08743333  0.00013000
         338   18.9443333   33.4708056 -0.00065351  0.00001409
          27   19.1327083   33.3877222 -0.00065530  0.00001150
        1595   19.0946667   33.4171667 -0.00060551  0.00000891
        1225   19.1396667   33.4144444 -0.00058293  0.00001096
         263   18.9383333   33.4229167 -0.00069193  0.00004352
         520   19.0653578   33.4874989  0.05658333  0.00017000
         847   19.1396584   33.6610956  0.09921000  0.00016333
         790   19.2989164   33.5239541  0.11068667  0.00025667
         250   19.0824167   33.4138611 -0.00054048  0.00003096
         666   18.9519583   33.4795556 -0.00059621  0.00002257
        1066   19.1306365   33.2685602  0.06354000  0.00011333
         554   19.2707670   33.4190608  0.06348000  0.00013000
         887   18.9553750   33.4523056 -0.00066768  0.00001829
         479   18.8867121   33.5671376  0.13293999  0.00023333
         600   19.1373750   33.4801667 -0.00070363  0.00004394
          81   19.2503333   33.4525000 -0.00062352  0.00002232
        1262   18.9679864   33.5656296  0.17018333  0.00029333
          24   19.1236667   33.3061944 -0.00058823  0.00002394
        1162   19.3425804   33.5436212  0.06801000  0.00010333
         958   19.0540273   33.3689249  0.07392333  0.00029333
        1596   19.0003155   33.2372135  0.06494334  0.00012667
         670   18.9960417   33.4140833 -0.00067874  0.00003158
         429   19.0175296   33.4423974  0.06116667  0.00017333
          83   19.1084167   33.3819444 -0.00059312  0.00002249
         207   19.2025964   33.5752572  0.07881334  0.00014000
         381   19.1160488   33.5878183  0.05127333  0.00012000
         627   19.0963351   33.4341763  0.05169334  0.00027333
        1061   19.1789131   33.4614000  0.09101333  0.00021333
         783   19.2390938   33.3716951  0.12180000  0.00026000
         658   19.3517242   33.2985455  0.23284334  0.00033333
         110   19.3069595   33.3939478  0.05033667  0.00012000
         297   19.2042982   33.2750253  0.21859667  0.00036667
         933   19.0502654   33.5268089  0.11803333  0.00030333
          90   19.0584861   33.5713351  0.07594334  0.00031667
        1075   19.0836095   33.6006371  0.05701000  0.00016333
         435   19.1770000   33.5159722 -0.00056639  0.00002623
          55   19.1257500   33.4116667 -0.00060092  0.00000844
         401   19.0951252   33.6601166  0.16581666  0.00037333
         165   19.0881250   33.3722500 -0.00061647  0.00001205
         932   19.2621456   33.5704110  0.15763333  0.00025000
         291   19.1363750   33.3796944 -0.00062611  0.00001818
         873   18.9940848   33.2492236  0.09060000  0.00017333
         139   19.0357500   33.3534444 -0.00062450  0.00000990
         846   19.0182426   33.4400665  0.12060000  0.00026000
          99   19.3459689   33.5549424  0.07280000  0.00017333
          72   18.9742083   33.3810278 -0.00065021  0.00003526
        1276   19.1923750   33.4811111 -0.00064145  0.00001110
         879   19.2735185   33.5795000  0.21178667  0.00029000
        1277   19.0676411   33.2171524  0.13450000  0.00030333
        1000   19.1558168   33.2685184  0.04076667  0.00017667
         201   19.1515612   33.5879447  0.09706000  0.00023333
         543   19.0679757   33.5963155  0.05221333  0.00015667
          88   19.1100833   33.4222222 -0.00061617  0.00001648
         692   19.2513403   33.5638537  0.09150000  0.00013000
         994   18.9563248   33.6442036  0.07261334  0.00020333
          17   18.9987083   33.3822222 -0.00058993  0.00001363
        1026   19.2453333   33.4605278 -0.00062305  0.00002567
         748   19.1150417   33.5147500 -0.00068449  0.00003592
         567   19.0945790   33.2795518  0.06306667  0.00013000
        1606   19.2370417   33.4093056 -0.00057086  0.00004612
         749   19.0983393   33.4608183  0.04744000  0.00013000
         968   19.3435167   33.6483680  0.17221667  0.00018667
          84   18.9458439   33.3234850  0.17039999  0.00017333
         919   18.9742083   33.3810278 -0.00063066  0.00001167
         804   19.0805000   33.6111944 -0.00071386  0.00001556
        1362   18.9793239   33.3696496  0.13074334  0.00030667
         538   18.9870687   33.2463553  0.08032000  0.00016333
        1555   19.2108623   33.6167627  0.06253333  0.00008667
        1574   19.2940443   33.5060187  0.15945333  0.00021667
        1556   19.0434000   33.5522335  0.13630000  0.00021667
        1005   19.2230833   33.3464444 -0.00060570  0.00002749
         710   19.1971250   33.5107222 -0.00065693  0.00003071
         187   19.0689167   33.4687222 -0.00059234  0.00003059
        1585   18.9897917   33.3588889 -0.00063019  0.00001563
        1143   19.2142913   33.5555601  0.10465667  0.00021667
          79   19.1306667   33.4848056 -0.00066303  0.00001963
        1375   18.9711250   33.3661944 -0.00060437  0.00004241
        1328   19.2276667   33.4873333 -0.00066407  0.00000834
         345   19.0378750   33.4637778 -0.00071857  0.00002446
         734   19.0876643   33.5665224  0.17186667  0.00039000
         851   18.9669318   33.6132855  0.02362333  0.00021333
         346   19.1154020   33.3986019  0.11420000  0.00017333
        1467   18.9906346   33.5341832  0.06732000  0.00021333
         858   19.2755909   33.4569437  0.20341666  0.00028333
         967   19.2668398   33.5556977  0.06866667  0.00024333
        1167   18.9465833   33.4126944 -0.00061697  0.00000941
         942   19.3208411   33.4821608  0.11733333  0.00017333
          75   19.0402812   33.5970182  0.07603333  0.00013000
         764   19.1877500   33.4481944 -0.00066170  0.00002692
         787   19.2003333   33.4919444 -0.00062012  0.00001415
         315   19.3301458   33.5360649  0.08973333  0.00025667
         513   19.1173592   33.5759823  0.05264333  0.00011000
        1400   19.1882500   33.5456389 -0.00060821  0.00002008
         891   18.9465061   33.5171965  0.10113667  0.00033000
        1422   19.1719582   33.2651629  0.09016000  0.00022667
        1009   19.1795175   33.4571060  0.07551333  0.00021667
         455   19.1067777   33.3333624  0.06510333  0.00018333
        1419   19.1460898   33.3419644  0.11774334  0.00017000
        1053   18.9706172   33.3281643  0.05054333  0.00011667
        1532   19.1182800   33.6725037  0.06084667  0.00020000
          21   19.0643750   33.3811667 -0.00054769  0.00001461
         337   19.0718750   33.4629167 -0.00067840  0.00002491
         339   19.3501145   33.4123096  0.11640000  0.00017333
         763   18.9119487   33.5035611  0.11352000  0.00035000
        1377   19.1997789   33.6622621  0.10365666  0.00020333
         617   19.3351447   33.2908707  0.17602667  0.00027333
         128   19.2122829   33.2430510  0.10086000  0.00025667
          80   19.2746326   33.5994310  0.10257667  0.00041000
        1579   19.3475166   33.4765984  0.08136000  0.00017667
         350   19.2518493   33.4635919  0.24728000  0.00036000
         116   19.1172083   33.4444167 -0.00065631  0.00001118
         206   19.2713318   33.5406231  0.08813334  0.00022000
         175   19.2452492   33.4065294  0.06873333  0.00034667
        1470   19.2200852   33.6452833  0.12455000  0.00016000
        1423   18.9802522   33.6399193  0.14590333  0.00017333
           6   19.1281667   33.4920556 -0.00069672  0.00001828
        1258   19.3427007   33.4498579  0.06833000  0.00017000
        1413   19.3489964   33.5668268  0.16071001  0.00020333
        1211   19.1272083   33.3897500 -0.00062981  0.00000929
         145   19.1078368   33.5873002  0.05310000  0.00017333
        1272   19.0835465   33.3221216  0.05689333  0.00014667
        1100   19.3091260   33.2895845  0.07146667  0.00014000
        1586   19.2201103   33.2212380  0.06993333  0.00030333
         591   18.9870833   33.4865000 -0.00069538  0.00001044
         780   19.2251427   33.5540313  0.08693333  0.00013000
         569   19.0949167   33.4417778 -0.00063702  0.00000913
        1588   19.2792500   33.4001667 -0.00059546  0.00001612
         961   19.2224744   33.2366230  0.15945333  0.00019000
        1041   19.1111250   33.4552778 -0.00064905  0.00001152
          87   19.2255955   33.6108575  0.03937333  0.00012000
        1236   19.1982042   33.2241893  0.20503999  0.00023333
         473   19.1141286   33.6078890  0.17986667  0.00056333
         148   19.1941904   33.3306849  0.09553000  0.00015667
         135   19.0874583   33.3063611 -0.00064314  0.00002555
        1404   19.1840417   33.5090833 -0.00069774  0.00001580
        1157   19.1768685   33.2081532  0.11936667  0.00026000
        1116   19.3442196   33.4098352  0.09719333  0.00028333
        1604   19.0485441   33.5001459  0.12507333  0.00022000
         217   19.0283750   33.4343889 -0.00070491  0.00000929
         428   19.1075530   33.5612411  0.11957333  0.00014000
        1427   19.0597083   33.3516944 -0.00056696  0.00004443
         971   18.8873966   33.3267291  0.11946667  0.00027000
        1281   19.2580241   33.6259211  0.15248001  0.00020667
         560   19.1060417   33.3845833 -0.00059735  0.00002235
        1592   19.3332330   33.4191187  0.13770001  0.00021667
         878   19.1220417   33.4320000 -0.00060938  0.00003747
        1515   19.3053473   33.2147284  0.13467333  0.00020667
         803   18.9454771   33.5925182  0.05120333  0.00015667
         621   18.9280370   33.6266455  0.04999000  0.00017000
        1344   18.9193333   33.3818056 -0.00070525  0.00001253
        1034   19.0894859   33.2548492  0.15627000  0.00026000
         629   19.1834583   33.4862222 -0.00063945  0.00003180
         826   19.1502150   33.3222939  0.12700000  0.00026000
        1354   19.2527253   33.3795938  0.08462667  0.00030333
        1205   19.1132723   33.2370239  0.11983667  0.00028333
        1537   19.0781667   33.4495278 -0.00061741  0.00004041
         436   19.2252740   33.3325064  0.08903667  0.00026333
         382   19.2711690   33.3615594  0.03606000  0.00009667
         992   19.1234394   33.2602022  0.07235666  0.00014667
         410   19.2462083   33.3958611 -0.00058813  0.00002499
        1480   19.1088643   33.2075817  0.06125667  0.00035667
           3   19.0554103   33.4989416  0.10853000  0.00018333
         614   19.1477917   33.5098333 -0.00060029  0.00002377
        1121   19.1269380   33.3619882  0.09860333  0.00061000
        1245   19.0376537   33.2264783  0.07575333  0.00015333
         579   19.2034167   33.4775556 -0.00063030  0.00004603
          23   19.1574167   33.4880000 -0.00065273  0.00001414
        1108   19.2598750   33.4676111 -0.00065456  0.00001575
         647   18.9303725   33.2434376  0.20179000  0.00024000
         866   19.2601886   33.3750700  0.13222000  0.00018333
         564   19.2905498   33.6516592  0.14589667  0.00020000
        1454   18.9818750   33.3867500 -0.00065938  0.00003819
        1336   19.0638784   33.6674263  0.06574333  0.00014000
        1593   19.1144487   33.2121906  0.09136333  0.00013333
        1241   19.2257428   33.6146862  0.10654000  0.00028667
         420   18.9892115   33.4519086  0.02202000  0.00023000
         854   19.2645920   33.5729470  0.04020000  0.00016000
         188   18.8917287   33.3649605  0.04517333  0.00018333
        1345   19.1478279   33.3673172  0.16377333  0.00030667
         944   19.0008868   33.6352279  0.04430667  0.00010333
         741   19.2756106   33.4136381  0.10455333  0.00026333
        1105   18.8904371   33.2345342  0.11683334  0.00021667
         771   19.0131560   33.6585869  0.09428333  0.00027667
         686   18.9107251   33.5445146  0.10494000  0.00021333
         411   19.2485417   33.4762222 -0.00067098  0.00001141
        1118   19.1055417   33.4240556 -0.00065512  0.00001007
        1274   19.0958493   33.3438719  0.08758000  0.00030000
         680   19.0402917   33.5157222 -0.00065674  0.00003063
        1607   19.1171667   33.4130556 -0.00059341  0.00001214
         709   19.2595417   33.5303889 -0.00059028  0.00003285
         637   18.9757917   33.4051389 -0.00066766  0.00001148
        1007   19.1184583   33.3735278 -0.00055553  0.00001988
         577   19.0163747   33.2591674  0.19453333  0.00033333
        1471   19.3214455   33.5558017  0.01857667  0.00017000
        1139   18.9197917   33.2603026  0.15710667  0.00020000
         903   18.9993244   33.5821019  0.06195667  0.00016333
        1235   19.0637500   33.4566389 -0.00064177  0.00002379
         712   18.9215242   33.6252725  0.10057667  0.00026333
        1494   19.3102639   33.4339506  0.07793333  0.00013000
         589   18.9693475   33.5377515  0.05559333  0.00021667
          76   18.9356921   33.3448529  0.15553001  0.00038667
         220   19.0655417   33.4900833 -0.00065811  0.00002633
        1163   19.0800000   33.4748333 -0.00060181  0.00003232
         342   19.1362500   33.3408333 -0.00059895  0.00001017
        1083   18.9221667   33.4740833 -0.00067960  0.00002947
         240   19.3349827   33.4345603  0.11575333  0.00036333
        1149   19.3166437   33.4450331  0.06866000  0.00010333
         255   19.2856250   33.4128056 -0.00064281  0.00002277
         743   19.0811531   33.5117779  0.10490333  0.00020000
        1131   19.1032117   33.4968179  0.05903333  0.00017333
        1084   18.9848772   33.4439724  0.07276667  0.00013333
        1257   19.1237588   33.2227501  0.15687333  0.00032000
        1620   19.1737500   33.6088056 -0.00065315  0.00002129
        1426   18.8933554   33.3482479  0.09976666  0.00017333
        1539   19.2312083   33.4466944 -0.00063788  0.00000000
        1018   19.3030417   33.4553056 -0.00065789  0.00004661
         270   19.0530000   33.3422500 -0.00066179  0.00002848
         656   18.9479249   33.2183469  0.06843334  0.00013000
          65   18.9697083   33.5079444 -0.00069252  0.00004319
        1290   18.9376250   33.3794167 -0.00059174  0.00004172
        1079   19.2445000   33.4751944 -0.00064073  0.00001270
        1365   19.0558025   33.4188633  0.11239666  0.00030667
        1507   19.0668333   33.3193611 -0.00060038  0.00003665
        1203   19.2494769   33.5577233  0.16587999  0.00027000
         253   19.0912500   33.3538889 -0.00060336  0.00000909
         265   19.1132858   33.2792052  0.11536333  0.00014333
         103   19.1397083   33.4144444 -0.00057703  0.00001050
         645   19.1265833   33.3698333 -0.00062939  0.00000997
        1147   19.2590417   33.3813333 -0.00062452  0.00000836
         867   19.1604583   33.3294167 -0.00059669  0.00001358
        1468   19.1289167   33.5035000 -0.00058770  0.00003478
          14   19.3060040   33.3831463  0.08106333  0.00024667
         999   19.2930398   33.4081893  0.17947000  0.00037667
         288   19.2900739   33.3462851  0.12785667  0.00026333
         885   19.0090428   33.4230637  0.07211334  0.00011667
         739   19.2694804   33.5060224  0.06520000  0.00013000
         603   18.9660000   33.4515556 -0.00070366  0.00002179
         688   18.9662162   33.5624440  0.08761000  0.00021667
        1513   19.0787917   33.3809444 -0.00059016  0.00002191
        1380   19.0421250   33.4735833 -0.00068223  0.00003299
         620   19.3354050   33.5869668  0.06629334  0.00011000
        1160   18.9812083   33.3574167 -0.00065262  0.00001801
        1364   19.3524839   33.6091535  0.09073333  0.00039000
         558   19.2277083   33.4172500 -0.00064067  0.00004363
        1161   19.0880000   33.3620000 -0.00062099  0.00001330
         915   18.8874680   33.3466482  0.11508667  0.00018333
        1374   19.3134691   33.4447346  0.09489000  0.00030667
        1521   19.1253750   33.4592778 -0.00063195  0.00001586
         663   19.1949492   33.2563256  0.10711667  0.00020000
        1044   19.1072048   33.4827509  0.07798333  0.00016333
         565   18.9200927   33.4512757  0.03141667  0.00013333
        1526   19.1985753   33.6441076  0.08976000  0.00015667
         312   19.1335636   33.3628732  0.09215333  0.00023333
         980   19.0931250   33.3926111 -0.00059508  0.00001025
         750   19.0400495   33.2937502  0.12626667  0.00017333
        1613   18.9356185   33.6500445  0.11310667  0.00017000
         671   19.0139087   33.4445915  0.07554334  0.00017333
        1587   19.3013042   33.3892981  0.10590000  0.00019333
         822   18.9705799   33.4652397  0.10636666  0.00017333
          10   19.2475633   33.2391718  0.10479333  0.00024333
        1409   19.1772352   33.3822443  0.06552666  0.00014000
         865   19.2480727   33.3735631  0.09893333  0.00033667
         373   19.2668702   33.2119083  0.13849001  0.00014667
         399   19.3396118   33.4532254  0.16140001  0.00030333
        1029   18.8967895   33.5999802  0.08453666  0.00012667
         193   19.1031667   33.4565833 -0.00065161  0.00001907
         777   19.2215962   33.3448512  0.14128333  0.00018333
        1301   19.0631924   33.4507530  0.19797000  0.00020333
         274   19.0743333   33.5760278 -0.00070278  0.00001119
        1268   18.9942083   33.3692222 -0.00063919  0.00001306
         150   19.0433432   33.4628004  0.06347667  0.00015333
         412   19.2315833   33.5256944 -0.00065520  0.00000958
        1199   18.9772471   33.5539096  0.10011333  0.00011333
         773   19.2576209   33.5474810  0.13913667  0.00024667
        1107   19.1208001   33.4042147  0.20969333  0.00030000
         830   19.0525000   33.3365278 -0.00066804  0.00000908
        1171   19.3045839   33.4471008  0.12980001  0.00017333
          62   19.0912500   33.3676420  0.07087334  0.00013333
         490   19.2852510   33.4990198  0.12753333  0.00035000
         871   18.9037702   33.3003192  0.15210667  0.00033000
        1165   19.2894206   33.6591819  0.09927333  0.00015667
         947   18.9537801   33.5557630  0.14192000  0.00027000
         631   18.8864212   33.3999293  0.08998667  0.00013000
           4   19.0925000   33.3307500 -0.00058430  0.00000966
         258   19.0025758   33.2969869  0.06656667  0.00015333
          54   19.1865980   33.2531868  0.20866667  0.00030333
         141   19.3524212   33.6443693  0.12036667  0.00027000
        1295   19.0907500   33.5376389 -0.00067276  0.00002673
        1282   19.0430239   33.1988551  0.09920666  0.00023000
         347   18.9018750   33.4052778 -0.00065760  0.00003053
         298   19.1722917   33.4646667 -0.00062926  0.00004486
         308   18.9614288   33.6304510  0.09976666  0.00030667
         361   19.2937500   33.4977778 -0.00062781  0.00001635
         487   19.0665656   33.2658746  0.13565333  0.00020667
        1228   18.9359789   33.5376789  0.08763333  0.00026333
